Date,Close_price,Individual,Foreigner,Organ,Finance,Insurance,Investment,Bank,Other_finance,Pension_fund,Other_corporations,Other_foreiner,Private_fund
2024-06-03,"75,700","-2,658,679","1,813,616","821,390","402,195","96,347","96,525","17,274","35,518","106,243","28,160","-4,487","67,288"
2024-05-31,"73,500","2,776,828","-6,136,500","3,314,003","2,941,364","123,654","170,457","16,922","5,344","-28,715","34,492","11,177","84,977"
2024-05-30,"73,500","8,139,223","-6,675,221","-2,157,062","-1,825,542","46,230","-55,732","-21,642","26,980","-11,283","659,556","33,504","-316,073"
2024-05-29,"75,200","4,857,110","-5,674,271","536,510","-1,281,630","236,936","361,961","10,563","-18,974","1,194,339","244,569","36,082","33,315"
2024-05-28,"77,600","-1,613,420","-848,673","2,488,613","286,639","162,822","310,037",515,"3,219","1,241,353","-33,687","7,167","484,028"
2024-05-27,"77,200","5,791,900","-9,525,410","3,337,368","3,583,746","-53,390","-33,104","41,837","3,211","-163,469","389,142","7,000","-41,463"
2024-05-24,"75,900","11,052,532","-7,432,916","-3,927,642","-3,387,023","-35,349","-344,021","17,099","-3,402","53,592","286,059","21,967","-228,538"
2024-05-23,"78,300","-590,296","1,442,018","-1,025,723","-914,586","274,147","75,250","-6,420","-4,854","-418,445","180,206","-6,205","-30,815"
2024-05-22,"77,700","1,462,855","-1,463,340","72,246","881,083","-42,707","-50,735","-63,470","2,438","-712,387","-86,024","14,263","58,024"
2024-05-21,"78,400","676,882","1,276,060","-1,990,989","-192,727","-20,949","-30,617","-3,601",775,"-1,736,820","34,222","3,825","-7,050"
2024-05-20,"78,900","-2,694,551","178,659","2,591,622","2,526,583","8,829","243,527","-10,112","1,779","-456,182","-73,375","-2,355","277,198"
2024-05-17,"77,400","3,434,372","-3,390,376","-90,450","189,248","-39,132","-74,993",135,-291,"-167,173","48,191","-1,737","1,756"
2024-05-16,"78,200","1,875,126","-3,786,158","1,856,645","2,436,848","-68,285","-58,669","8,270","-91,426","-348,954","51,093","3,294","-21,139"
2024-05-14,"78,300","326,338","-393,521","64,598","504,328","-204,388","-107,128",18,502,"-167,893",776,"1,809","39,159"
2024-05-13,"78,400","2,712,543","-960,230","-1,674,382","-79,428","-200,727","-382,762","-21,695","9,265","-870,179","-77,384",-547,"-128,856"
2024-05-10,"79,200","1,400,346","618,165","-2,037,692","574,907","-380,876","-391,429","-151,039","-9,538","-563,059","11,168","8,013","-1,116,658"
2024-05-09,"79,700","1,046,243","-1,232,345","24,866","872,234","-29,618","16,997","-3,456","-8,402","-701,207","158,982","2,254","-121,682"
2024-05-08,"81,300","-1,116,138","1,509,697","-378,728","-289,222","-137,768","-2,549","9,780","-78,172","-304,675","-22,203","7,372","423,878"
2024-05-07,"81,300","-10,298,096","7,386,710","3,127,233","2,626,145","28,760","102,505","-4,220","-7,311","-18,355","-173,868","-41,979","399,709"
2024-05-03,"77,600","266,586","-190,785","-78,198","39,795","10,678","92,907","1,158","3,136","-134,245","5,967","-3,570","-91,627"
2024-05-02,"78,000","-840,300","507,719","103,784","-520,742","66,463","301,786",494,-77,"211,218","195,620","33,177","44,642"
2024-04-30,"77,500","-1,773,848","588,874","1,174,209","534,356","43,913","156,040","-7,956","1,842","5,948","12,932","-2,167","440,066"
2024-04-29,"76,700","1,856,100","-1,544,586","-353,897","259,426","-51,500","-284,573",745,"3,545","-162,253","23,800","18,583","-119,287"
2024-04-26,"76,700","620,759","-285,308","-346,355","-298,363","47,050","-102,986","-3,397","6,468","254,495","15,000","-4,096","-249,622"
2024-04-25,"76,300","3,687,526","-1,087,969","-2,538,926","-2,236,739","-70,798","-251,044",-820,"-1,828","172,276","-79,875","19,244","-149,973"
2024-04-24,"78,600","-3,444,185","2,663,786","780,960","540,494","-9,578","129,449","39,463","12,367","81,349","10,619","-11,180","-12,584"
2024-04-23,"75,500","2,963,082","-3,161,360","110,010","99,814","-60,582","-25,342","12,780","1,188","48,906","71,395","16,873","33,246"
2024-04-22,"76,100","5,370,487","-8,461,601","2,924,151","3,233,205","23,121","-120,817","13,504","15,708","110,295","140,721","26,242","-350,865"
2024-04-19,"77,600","3,912,508","-100,741","-4,327,672","-3,931,761","25,322","-125,140","-16,788","15,038","504,091","495,951","19,954","-798,434"
2024-04-18,"79,600","-378,754","959,766","-674,930","-756,851","-27,914","139,834","17,506","3,738","11,211","96,856","-2,938","-62,454"
2024-04-17,"78,900","2,009,041","-1,824,900","-209,423","-116,123","-63,390","-51,894","11,884","37,392","55,853","18,754","6,528","-83,145"
2024-04-16,"80,000","250,170","1,342,902","-1,546,037","-774,573","-113,195","-295,464","7,418","3,445","55,584","-46,284",-751,"-429,252"
2024-04-15,"82,200","1,794,737","-880,322","-943,327","-624,622","-7,859","-178,614","7,353","-5,189","99,664","36,378","-7,466","-234,060"
2024-04-12,"83,700","1,279,723","763,979","-2,008,431","-2,264,024","1,471","182,490","-20,194","-18,588","302,489","-44,298","9,027","-192,075"
2024-04-11,"84,100","-858,296","6,726,071","-5,831,471","-5,890,817","136,037","12,313","-10,001","-2,768","221,488","-25,114","-11,190","-297,723"
2024-04-09,"83,600","86,433","5,043,591","-5,269,292","11,823","5,776","56,171","-5,216,509","5,923","-17,450","138,255","1,013","-115,026"
2024-04-08,"84,500","-678,919","2,336,844","-1,498,236","-1,402,548","3,461","61,597","2,978","-9,579","118,441","-164,355","4,666","-272,586"
2024-04-05,"84,500","1,054,524","896,397","-1,827,166","-1,725,709","47,283","-54,351","23,751","11,931","129,741","-99,571","-24,184","-259,812"
2024-04-04,"85,300","-4,931,885","4,334,338","738,445","83,797","-118,929","24,182","12,200","11,466","103,309","-125,163","-15,735","622,420"
2024-04-03,"84,100","691,302","2,497,329","-3,194,490","-3,305,020","-168,487","-105,490","-1,837","-2,005","253,508","13,698","-7,839","134,841"
2024-04-02,"85,000","-11,081,832","11,877,127","-301,604","-1,120,031","214,417","337,041","-6,611","-31,815","-255,965","-494,649",958,"561,360"
2024-04-01,"82,000","-1,286,169","1,166,819","-117,544","-199,392","-45,054","48,122","-3,355","-4,411","-12,894","238,639","-1,745","99,440"
2024-03-29,"82,400","-8,141,891","7,816,633","411,942","-14,245","-75,074","200,599","5,253","-3,737","-182,214","-63,828","-22,856","481,360"
2024-03-28,"80,800","-6,286,296","4,999,502","1,282,012","427,549","85,296","131,804","123,970","-4,091","105,188","17,763","-12,981","412,296"
2024-03-27,"79,800","-1,788,595","121,034","1,630,951","842,365","9,377","134,441",319,-213,"480,920","40,888","-4,278","163,742"
2024-03-26,"79,900","-8,054,124","5,958,057","2,485,847","3,111,215","-29,152","29,442","-9,703","-11,595","-429,274","-372,385","-17,395","-175,086"
2024-03-25,"78,200","108,492","1,015,508","-1,116,448","-1,060,689","-40,704","-121,234","-2,439","10,323","195,651","-12,902","5,350","-97,356"
2024-03-22,"78,900","-4,180,574","4,429,995","-388,361","-189,856","-88,661","-8,734","-1,851",-98,"-100,404","147,973","-9,033","1,243"
2024-03-21,"79,300","-19,559,773","13,502,768","6,329,108","4,706,997","57,598","419,845","-33,782","-86,069","639,474","-234,709","-37,394","625,045"
2024-03-20,"76,900","-19,905,371","12,068,607","8,519,333","6,448,788","202,758","463,359","36,513","-3,215","645,414","-618,442","-64,127","725,716"
2024-03-19,"72,800","2,293,225","534,346","-2,900,837","-2,493,242","-159,798","121,751","4,019","11,832","22,884","53,974","19,292","-408,283"
2024-03-18,"72,800","916,414","-804,456","-233,229","729,320","-35,859","-108,522","11,220","-16,701","-239,223","117,142","4,129","-573,464"
2024-03-15,"72,300","6,690,836","-6,987,486","53,840","302,892","-2,935","-70,016","33,913",405,"492,956","220,798","22,012","-703,375"
2024-03-14,"74,300","-1,915,337","133,248","1,688,634","-423,122","146,180","-61,210","11,495","1,598","1,611,589","94,747","-1,292","402,104"
2024-03-13,"74,100","-4,243,620","3,311,618","930,910","529,284","40,103","-9,880","45,000","5,889","722,789","2,034",-942,"-402,275"
2024-03-12,"73,300","-653,257","-2,414,262","2,950,142","1,168,193","-79,144","180,604","3,824","6,131","-170,446","114,361","3,016","1,840,980"
2024-03-11,"72,400","1,970,663","-1,684,874","-469,163","-36,939","34,566","-209,345","27,321","-27,553","-102,848","175,678","7,696","-154,365"
2024-03-08,"73,300","-1,756,494","-1,584,036","3,346,510","2,857,456","88,960","-40,827","20,651","-16,614","-3,851","7,052","-13,032","440,735"
2024-03-07,"72,200","4,031,032","-4,314,162","86,490","-4,845","17,491","-2,325","3,765","2,889","71,939","176,505","20,135","-2,424"
2024-03-06,"72,900","3,868,062","-3,191,375","-683,981","-273,308","-63,556","-207,580","9,429","-1,239","-145,761",-714,"8,008","-1,966"
2024-03-05,"73,700","996,126","305,688","-1,353,446","-1,523,077","-14,088","-323,279","1,512","-3,964","566,969","50,689",943,"-57,519"
2024-03-04,"74,900","-3,943,279","3,230,294","714,522","-144,172","44,615","50,261","13,665","15,633","560,714","13,722","-15,259","173,806"
2024-02-29,"73,400","1,138,506","1,279,970","-2,429,652","-1,917,217","-38,124","-173,238","8,448","-34,293","-122,179","2,102","9,074","-153,049"
2024-02-28,"73,200","-749,697","236,714","326,503","466,099","-51,010","-80,353","19,160","13,772","76,559","184,972","1,508","-117,724"
2024-02-27,"72,900","-44,981","450,211","-686,619","-40,666","-34,793","-217,090",325,"-2,820","-265,202","280,108","1,281","-126,373"
2024-02-26,"72,800","-245,036","836,430","-36,577","155,559","-91,492","-104,884","3,390","-1,286","27,087","-547,118","-7,699","-24,951"
2024-02-23,"72,900","136,777","-1,447,139","1,333,835","1,042,540","-47,615","132,957","-23,156","-1,425","228,119","-27,109","3,636","2,415"
2024-02-22,"73,100","1,791,170","-2,138,568","147,151","349,066","-113,789",863,-240,27,"-56,045","197,499","2,748","-32,731"
2024-02-21,"73,000","518,603","-782,025","-44,080","343,182","-58,809","-99,524",-174,"-1,334","-150,157","310,333","-2,831","-77,264"
2024-02-20,"73,300","915,040","293,174","-1,260,421","-699,492","-91,814","-143,946",108,"-17,075","-299,955","42,675","9,532","-8,247"
2024-02-19,"73,800","-2,328,072","1,876,503","569,033","1,405,726","-201,088","-162,233","-29,446",58,"-360,276","-116,160","-1,304","-83,708"
2024-02-16,"72,800","1,081,127","-340,330","-794,743","657,183","-112,146","-220,335","-1,865","-4,479","-1,045,153","46,828","7,118","-67,948"
2024-02-15,"73,000","3,658,615","-1,691,099","-2,057,378","-714,096","-161,474","-170,740","14,878","-12,510","-682,807","77,724","12,138","-330,629"
2024-02-14,"74,000","4,088,215","-1,697,879","-2,442,582","-2,483,247","-80,503","10,688",-36,"-8,900",907,"43,982","8,264","118,509"
2024-02-13,"75,200","-3,627,723","1,100,157","2,632,864","3,248,987","-173,022","-202,438","-13,528","-22,042","-257,476","-86,780","-18,518","52,383"
2024-02-08,"74,100","3,592,200","-4,914,240","1,270,497","2,213,994","-148,337","-365,754","-29,777",635,"-317,521","55,063","-3,520","-82,743"
2024-02-07,"75,000","-2,209,857","749,277","1,528,365","2,302,000","-91,306","-221,611",416,"1,779","-514,212","-63,347","-4,438","51,299"
2024-02-06,"74,400","143,948","321,981","-492,974","-179,374","-106,008","68,527","-69,839","6,172","-185,386","24,579","2,466","-27,066"
2024-02-05,"74,300","2,952,182","1,932,747","-4,943,504","-4,153,459","-83,529","-152,081","-6,650","-18,653","-451,873","45,410","13,165","-77,259"
2024-02-02,"75,200","-3,837,104","1,881,037","1,992,933","2,034,853","-27,399","-7,875","-1,129",-179,"-14,315","-20,136","-16,730","8,977"
2024-02-01,"73,600","-710,966","5,116,979","-4,377,851","-850,776","-63,675","-467,762",-754,"9,384","-2,903,110","-27,544",-618,"-101,158"
2024-01-31,"72,700","2,565,534","-1,328,935","-1,277,156","80,335","-172,546","-290,932","3,863","-14,669","-617,305","57,596","-17,039","-265,902"
2024-01-30,"74,300","608,262","-632,974","14,472","204,448","26,603","7,377",-617,"-5,980","-234,845","-9,959","20,199","17,486"
2024-01-29,"74,400","-2,480,369","2,945,013","-417,687","-300,010","10,921","167,160","-2,561","15,952","-266,173","-56,170","9,213","-42,976"
2024-01-26,"73,400","-16,743","814,723","-789,926","-381,898","-48,680","-77,433",-873,"-3,841","-460,869","-4,407","-3,647","183,668"
2024-01-25,"74,100","-731,455","824,042","-89,590","204,647","-58,373","6,001","10,652","-1,431","-158,349",-749,"-2,248","-92,737"
2024-01-24,"74,000","1,075,707","-177,586","-926,539","-170,165","-21,311","-150,839",-299,"-16,458","-164,868","31,394","-2,976","-402,599"
2024-01-23,"75,200","-1,096,258","1,254,871","-133,492","-21,096","-37,315","12,709","-9,897","-7,852","123,075","-21,487","-3,634","-193,116"
2024-01-22,"75,100","-1,726,794","1,818,202","-163,819","-561,319","-58,216","174,490",-28,"-2,874","299,579","72,587",-176,"-15,451"
2024-01-19,"74,700","-5,763,864","6,476,571","-509,888","-470,133","1,747","-35,855","12,093","-1,079","-115,854","-195,878","-6,941","99,193"
2024-01-18,"71,700","742,975","-871,336","59,931","72,929","13,366","99,026","17,066","16,141","-277,981","63,029","5,401","119,384"
2024-01-17,"71,000","3,519,968","-3,613,976","-525,968","-120,940","4,886","81,286","17,408","9,075","-296,031","625,660","-5,684","-221,652"
2024-01-16,"72,600","2,219,059","-753,200","-1,516,685","-1,396,899","30,677","48,132","25,129","-8,898","-148,380","37,442","13,384","-66,446"
2024-01-15,"73,900","-1,114,739","810,802","270,342","521,585","-8,933","-20,584","1,285","-9,340","-175,961","33,924",-329,"-37,710"
2024-01-12,"73,100","1,118,941","-413,281","-753,303","-446,403","8,684","-113,721","11,011","1,266","-80,053","44,810","2,833","-134,087"
2024-01-11,"73,200","7,898,171","23,195,460","-31,256,766","-1,384,284","152,816","102,956","-29,802,875","8,078","-247,992","136,720","26,415","-85,465"
2024-01-10,"73,600","2,325,613","-1,351,748","-1,023,455","237,109","41,883","-404,038","-48,587","-10,494","-255,332","49,626",-36,"-583,996"
2024-01-09,"74,700","2,426,692","-1,321,409","-1,252,350","869,044","35,723","-271,806","34,891","-8,132","-685,902","139,031","8,036","-1,226,168"
2024-01-08,"76,500","708,813","606,779","-1,383,150","-1,159,496","13,399","-151,769",6,-215,"-84,805","61,877","5,681",-270
2024-01-05,"76,600","1,546,560","-565,936","-1,051,550","-732,248","-2,651","13,767",115,"2,882","-226,753","42,030","28,896","-106,662"
2024-01-04,"76,600","1,848,160","636,874","-2,491,314","-2,108,078","-8,521","-184,565",138,879,"-73,118","8,911","-2,631","-118,049"
2024-01-03,"77,000","3,585,628","381,252","-3,892,083","-3,665,260","-33,988","-364,798",-246,"-14,102","455,707","-79,651","4,854","-269,396"
2024-01-02,"79,600","-2,845,635","2,321,610","564,768","667,292","-85,735","200,387","21,316","-8,724","-150,902","-26,776","-13,967","-78,866"
2023-12-28,"78,500","-3,138,451","1,103,850","2,849,040","2,815,688","-44,436","-40,845","-14,309","16,979","269,833","-798,439","-16,000","-153,870"
2023-12-27,"78,000","-2,939,227","4,146,229","-1,105,606","-1,107,519","-227,812","17,004","-9,386","-7,733","104,486","-79,732","-21,664","125,354"
2023-12-26,"76,600","-4,349,715","488,574","3,964,738","3,504,845","13,903","166,320","-36,423",936,"-242,558","-101,582","-2,015","557,715"
2023-12-22,"75,900","-4,407,276","1,978,056","2,447,623","1,862,713","-58,773","100,797","-5,283","-2,783","-77,642","-13,385","-5,018","628,594"
2023-12-21,"75,000","-3,680,520","2,682,982","1,004,505","858,705","165,012","-42,956",19,"1,613","-99,106","-10,561","3,594","121,218"
2023-12-20,"74,800","-6,848,021","2,012,824","4,993,461","4,819,715","-139,646","206,332","-11,922",46,"-357,231","-137,795","-20,469","476,167"
2023-12-19,"73,400","-634,126","-516,672","1,207,436","291,772","-14,919","159,379",5,"-9,802","13,832","-51,333","-5,305","767,169"
2023-12-18,"72,900","920,467","166,645","-1,125,689","-893,282","-190,783","63,738","-69,864","-7,941","-70,541","37,774",803,"42,984"
2023-12-15,"73,300","-1,755,385","1,423,378","599,761","1,653,732","-29,801","-32,920","-11,248","41,742","-1,027,919","-213,653","-54,101","6,175"
2023-12-14,"73,100","-2,228,440","2,741,415","-579,888","1,573,855","-35,587","-2,349,467","21,888","26,668","381,946","41,048","25,865","-199,191"
2023-12-13,"72,800","-419,547","-607,248","974,940","613,981","52,189","-25,138",-692,"3,810","207,907","54,211","-2,356","122,883"
2023-12-12,"73,500","-3,551,722","212,214","3,444,994","3,089,076","213,846","-3,043","-28,313","-3,481","162,887","-94,328","-11,158","14,022"
2023-12-11,"73,000","-1,824,248","1,343,977","487,514","415,428","-2,801","-34,142","3,568","5,138","46,729","-3,318","-3,925","53,594"
2023-12-08,"72,600","-3,605,492","1,405,748","2,197,771","854,090","17,370","105,184",-8,"-4,301","964,144","10,667","-8,694","261,292"
2023-12-07,"71,500","-53,455","1,513,559","-1,451,883","-1,079,077",613,"-116,435","-5,098","-13,249","57,610","-6,827","-1,394","-296,247"
2023-12-06,"71,700","-1,101,616","564,088","587,187","979,834","-29,661","-89,179",-11,"-3,815","-184,811","-45,286","-4,373","-85,170"
2023-12-05,"71,200","1,972,315","-952,646","-1,058,878","-727,196","-45,091","-240,989","-3,660","-20,105","131,966","31,360","7,849","-153,803"
2023-12-04,"72,600","-1,890,483","1,528,779","396,482","506,394","-9,491","-95,274","-14,264","-2,328","-9,031","-30,577","-4,201","20,476"
2023-12-01,"72,000","1,097,236","-227,824","-892,585","-583,473","-11,062","-171,626","-4,123",-657,"177,923","23,678",-505,"-299,567"
2023-11-30,"72,800","-300,667","-871,951","1,222,820","1,228,633","-63,098","-53,857","-2,545",-102,"98,358","-48,434","-1,768","15,431"
2023-11-29,"72,700","-696,080","2,296,099","-1,566,656","-1,521,585","-21,295",35,182,-318,"36,592","-24,953","-8,410","-60,267"
2023-11-28,"72,700","-2,424,728","559,667","1,895,066","2,004,178","-4,166","90,161","-16,847","1,555","-112,403","-22,275","-7,730","-67,412"
2023-11-27,"71,300","286,047","-1,174,062","861,246","995,165","-2,968","-34,167",-28,4,"-123,858","23,269","3,500","27,098"
2023-11-24,"71,700","398,648","-547,077","157,051","380,929","-41,792",-34,-23,28,"-66,431","-8,660",38,"-115,626"
2023-11-23,"72,400","265,526","377,567","-649,677","-316,408","-108,233","-120,977",-85,"-1,241","-85,170","3,769","2,815","-17,563"
2023-11-22,"72,800","-588,340","2,239,913","-1,602,111","-860,068","-60,343","-284,192","1,089",-146,"-294,517","-42,965","-6,497","-103,934"
2023-11-21,"72,800","-1,280,700","1,100,918","231,620","287,396","-61,416","-62,350","-38,000","-2,184","127,917","-42,150","-9,688","-19,743"
2023-11-20,"72,700","-2,145,979","520,834","1,684,072","1,490,968","55,535","-30,088","-4,746","-8,556","280,952","-46,951","-11,976","-99,993"
2023-11-17,"72,500","-2,068,293","2,703,620","-508,830","-591,828","4,417","90,681","4,608",50,"76,163","-123,894","-2,603","-92,921"
2023-11-16,"72,800","-4,549,876","4,899,326","-268,617","-984,261","40,954","57,561","-13,456","-3,723","236,584","-68,542","-12,291","397,724"
2023-11-15,"72,200","-9,642,687","4,605,687","5,189,485","5,031,449","169,550","31,190","-2,024","-8,505","-168,757","-122,654","-29,831","136,582"
2023-11-14,"70,800","-2,250,137","-436,839","2,738,974","2,480,748","63,365","49,803","-1,384",-570,"9,389","-40,539","-11,459","137,623"
2023-11-13,"70,400","-1,330,950","328,212","1,031,726","510,128","-8,063","60,414","7,455","7,047","218,729","-30,205","1,217","236,016"
2023-11-10,"70,500","-611,130","596,596","43,049","-181,855","102,224","108,645","-1,729",-2,"-198,853","-28,892",377,"214,619"
2023-11-09,"70,300","-1,966,744","2,174,341","-153,416","129,097","42,306","-32,790","-1,920","-7,684","-266,896","-15,224","-38,957","-15,529"
2023-11-08,"69,900","117,041","-126,312","115,384","850,606","-47,600","-130,151","2,373",-313,"-482,209","-102,356","-3,757","-77,322"
2023-11-07,"70,900","-2,603,903","4,133,632","-1,397,392","-987,788","-24,753","194,809","7,810","-16,082","-285,483","-124,253","-8,084","-285,905"
2023-11-06,"70,900","-2,034,709","496,372","1,401,147","2,021,719","-140,098","-347,830","24,454","-19,025","-235,586","140,192","-3,002","97,513"
2023-11-03,"69,600","-1,273,641","1,253,864","14,881","-6,714","-48,707","-31,833","12,537","-3,601","120,034","7,004","-2,108","-26,835"
2023-11-02,"69,700","-2,991,770","2,826,930","213,313","358,441","33,181","28,872","-4,727","6,406","47,712","-42,062","-6,411","-256,572"
2023-11-01,"68,600","-2,224,946","60,075","2,208,177","1,786,336","-4,135","164,841","-15,559",-58,"349,510","-36,346","-6,960","-72,758"
2023-10-31,"66,900","236,341","-373,257","56,618","-106,430","1,261","-33,899","-8,346","-2,487","286,684","74,195","6,103","-80,165"
2023-10-30,"67,300","-201,914","-433,766","646,493","196,678","19,713","32,215","15,044","-17,609","423,257","-12,855","2,042","-22,805"
2023-10-27,"67,300","139,316","-933,840","809,250","588,934","-30,182","-112,197","1,507","2,972","391,238","-15,868","1,142","-33,022"
2023-10-26,"66,700","1,469,040","-1,368,054","-79,861","281,327","-32,726","-186,493","-18,817","-15,008","415,439","-9,051","-12,074","-523,583"
2023-10-25,"68,000","555,160","-499,400","61,338","-160,813","4,879","88,317","-2,646","6,318","318,007","-115,843","-1,255","-192,724"
2023-10-24,"68,500","605,873","-420,449","-274,521","-308,282","-15,001","-28,046","7,405",-44,"208,574","84,000","5,097","-139,127"
2023-10-23,"68,400","480,445","-1,311,340","782,320","704,472","81,533","-65,682","-15,808",-685,"218,842","42,940","5,635","-140,352"
2023-10-20,"68,800","258,971","662,348","-851,324","-410,153","-46,454","12,356","-62,464","2,307","283,526","-70,500",505,"-630,442"
2023-10-19,"69,500","-140,821","829,947","-707,480","-957,386","-42,429","-15,651","-9,692",-636,"379,006","20,405","-2,051","-60,692"
2023-10-18,"70,500","-4,884,457","4,920,749","4,272","-659,798","-10,482","215,825",-467,"4,378","227,283","-27,193","-13,371","227,533"
2023-10-17,"69,400","-3,314,464","4,726,550","-1,343,955","-1,311,873","-54,944","83,102","-15,884","6,013","-19,173","-58,943","-9,188","-31,196"
2023-10-16,"67,300","1,099,264","-1,136,106","43,298","-98,953","31,780","-28,483",299,"-2,393","183,083","-9,807","3,351","-42,035"
2023-10-13,"68,000","754,519","-748,171","-34,109","-684,301","-29,314","156,913","-2,399","-5,325","350,148","17,503","10,258","180,169"
2023-10-12,"68,900","-335,116","-393,700","750,237","478,969","-33,465","-14,290","12,524","5,322","3,292","-6,814","-14,607","297,885"
2023-10-11,"68,200","-3,396,837","438,079","3,000,020","1,649,179","58,115","87,179","11,477","-1,618","615,056","-37,605","-3,657","580,632"
2023-10-10,"66,400","-224,643","-3,409,660","3,603,726","2,976,391","-20,853","112,865","10,984","26,901","41,214","35,921","-5,344","456,224"
2023-10-06,"66,000","3,374,272","-4,255,470","842,829","926,960","-4,107","-30,455",-145,"8,857","-84,729","25,376","12,993","26,448"
2023-10-05,"66,700","3,018,347","-3,460,947","368,821","869,463","-25,140","-91,580","-70,160","4,031","-56,931","50,637","23,142","-260,862"
2023-10-04,"67,500","3,059,161","-1,852,188","-1,273,253","-1,303,639","-18,996","-28,273","-74,559","-3,572","460,038","60,128","6,152","-304,252"
2023-09-27,"68,400","398,692","822,406","-1,219,925","-863,380","62,339","70,080","-16,258",-128,"-391,247","-3,587","2,414","-81,331"
2023-09-26,"68,600","2,222,280","387,062","-2,653,012","-1,812,865","-26,274","-31,357","-5,363","19,923","-499,221","42,565","1,105","-297,855"
2023-09-25,"69,400","-273,222","445,358","-138,686","1,039,482","-56,026","-74,375","-1,020",-566,"-1,009,433","-31,731","-1,719","-36,748"
2023-09-22,"68,800","977,624","-121,617","-864,000","-246,584","-12,738","-72,185","11,023","1,602","-415,684","6,996",997,"-129,434"
2023-09-21,"68,900","1,156,782","2,185,564","-3,434,692","-2,762,735","-38,141","-163,746","36,758","-6,162","-392,897","88,083","4,263","-107,769"
2023-09-20,"69,600","923,562","-475,522","-518,013","630,410","21,533","-168,513","4,809","9,911","-754,475","66,259","3,714","-261,688"
2023-09-19,"69,800","1,983,346","635,037","-2,620,478","-1,084,826","23,684","-31,523","2,971",14,"-1,205,388","-6,167","8,262","-325,410"
2023-09-18,"70,200","2,275,935","-1,583,236","-710,561","-489,501","-17,456","77,193","12,023","-16,246","-264,560","11,702","6,160","-12,014"
2023-09-15,"72,000","-4,074,980","-933,762","5,039,137","4,489,885","-25,037","113,178","-10,300","-11,926","85,404","-22,467","-7,928","397,933"
2023-09-14,"71,700","-3,076,913","-4,808,820","7,910,222","4,865,383","-89,657","2,047,582","15,183","-3,801","240,975","-15,330","-9,159","834,557"
2023-09-13,"70,900","-1,422,860","95,426","1,310,414","841,282","-6,905","141,484","1,121","19,948","-25,725","25,118","-8,098","339,209"
2023-09-12,"70,500","-309,102","-105,409","418,131","395,051","-20,537","-119,016",-709,-861,"8,949","-1,025","-2,595","155,254"
2023-09-11,"70,800","-1,150,922","738,921","442,245","214,744","-73,246","27,754","-1,258",-394,"47,286","-25,495","-4,749","227,359"
2023-09-08,"70,300","110,197","-11,097","-126,529","582,512","-149,851","-90,887","30,452",336,"-14,807","27,197",232,"-484,284"
2023-09-07,"70,400","-762,043","1,316,171","-552,642","-391,253","-142,280","-68,015","-17,233",67,"-132,486","5,377","-6,863","198,558"
2023-09-06,"70,000","-36,168","895,046","-845,782","-937,335","-19,728","53,190","17,656",-263,"122,100",-791,"-12,305","-81,402"
2023-09-05,"70,700","-669,218","1,724,475","-1,050,231","-471,759","-9,996","33,422","10,860",-666,"68,311","-1,563","-3,463","-680,403"
2023-09-04,"71,200","-2,466,982","3,395,921","-939,928","-259,470","-189,559","-26,304","17,308","5,408","-385,033","5,789","5,200","-102,278"
2023-09-01,"71,000","-9,939,810","7,961,612","2,018,992","-388,310","104,098","389,230","-9,384","29,822","302,793","-16,403","-24,391","1,590,743"
2023-08-31,"66,900","704,059","-1,843,999","1,120,554","1,551,908","-268,412","-258,200","11,152","2,526","-149,722","16,444","2,942","231,302"
2023-08-30,"67,100","-954,503","231,970","718,539","800,982","-102,239","72,077","5,884","6,750","-96,124","7,222","-3,228","31,209"
2023-08-29,"66,800","964,283","-659,400","-317,482","4,804","-108,385",837,"4,352",-35,"-153,526","7,972","4,627","-65,529"
2023-08-28,"66,800","1,223,458","-1,179,314","-65,786","348,396","-60,006","77,444","-53,531","-3,480","-252,588","18,481","3,161","-122,021"
2023-08-25,"67,100","1,168,960","-267,034","-893,424","-845,791","-9,697","-49,742","16,815",115,"-95,571","-10,353","1,851","90,447"
2023-08-24,"68,200","-1,996,273","659,903","1,393,677","-83,721","49,215","190,294","8,917","15,063","1,140,326","-48,305","-9,002","73,583"
2023-08-23,"67,100","-570,336","621,259","-8,454","146,941","-14,523","-126,398","4,687","14,188","-65,981","-42,156",-313,"32,632"
2023-08-22,"66,600","196,819","-105,852","-66,993","-515,562","-6,459","5,711","18,253","3,309","290,663","-24,346",372,"137,092"
2023-08-21,"66,600","72,212","149,211","-223,911","-265,383","10,446","44,914","-2,667","9,396","-63,558","1,183","1,305","42,941"
2023-08-18,"66,300","866,866","162,741","-932,690","-893,350","-5,899","50,685","-9,948","-12,547","-6,565","-85,057","-11,860","-55,066"
2023-08-17,"66,700","712,954","-445,932","-302,148","-757,441","35,550","183,049","14,683","19,574","-81,784","29,557","5,569","284,221"
2023-08-16,"67,000","943,889","483,648","-1,437,535","-852,169","-45,450","-235,212","6,510",-157,"-33,988","6,191","3,807","-277,069"
2023-08-14,"67,300","1,310,612","272,998","-1,596,050","-1,547,111","8,707","120,193","-12,077","12,497","-96,712","11,064","1,376","-81,547"
2023-08-11,"67,500","2,458,791","-1,760,032","-759,366","-229,001","10,266","38,793","10,730","-1,295","-482,279","47,366","13,241","-106,580"
